Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5485-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Economy Binders,Office Supplies,Wrap Bag,Regular Air,2014-02-20,$1.33,$2.08,$0.75,4.0,$84.20,0.09,$0.00,$83.20,$1.49,$84.69
5485-1,2014-06-05,Pester Thompr,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Express Air,2014-06-07,$4.59,$7.28,$2.69,11.0,$526.38,0.0,$52.93,$512.39,$11.15,$529.69
5486-1,2013-02-22,Toby Swindell,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Legal 4-Ring Binder,Technology,Jumbo Drum,Delivery Truck,2013-02-23,$13.64,$20.98,$7.34,6.0,$723.84,0.08,$50.67,$673.17,$1.49,$663.37
5487-1,2014-02-24,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2014-02-25,$5.33,$8.60,$3.27,36.0,$41.96,0.1,$0.42,$41.54,$6.19,$43.34
5487-1,2014-07-27,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2014-07-29,$0.93,$1.48,$0.55,36.0,$41.44,0.05,$1.56,$39.78,$0.70,$40.48
5490-1,2013-06-24,Paul Lucas,"8 Quay Street,Haymarket",Sydney,NSW,Corporate,Leighton Forrest,Critical,Smiths Standard Envelopes,Office Supplies,Small Pack,Regular Air,2013-06-25,$3.52,$5.68,$2.16,35.0,$135.00,0.02,$12.15,$122.85,$1.39,$130.63
5490-1,2013-05-29,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Critical,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Express Air,2013-05-29,$377.99,$599.99,$222.00,43.0,"$2,070.58",0.03,$32.97,"$2,827.65",$24.49,"$2,853.75"
5491-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2013-12-07,$5.19,$12.98,$7.79,24.0,$300.24,0.07,$2.00,$209.51,$3.14,$294.24
5491-1,2013-09-14,Jasper Cacioppo,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2013-09-17,$5.19,$12.98,$7.79,30.0,$333.65,0.08,$32.37,$325.15,$3.14,$326.19
5491-1,2014-10-02,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Consumer,Natasha Song,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Express Air,2014-10-04,$10.07,$15.98,$5.91,43.0,$589.34,0.1,$30.47,$590.45,$4.00,$593.34
5491-1,2014-02-13,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Artisan 487 Labels,Technology,Small Box,Express Air,2014-02-13,$2.29,$3.69,$1.40,38.0,$119.60,0.0,$10.34,$115.20,$0.50,$116.09
5491-1,2014-05-13,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,High,Alto 3-Hole Punch,Office Supplies,Wrap Bag,Regular Air,2014-05-14,$2.76,$4.38,$1.62,43.0,$127.02,0.03,$10.16,$116.86,$6.21,$123.07
5491-1,2015-03-29,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Hanging File Binders,Technology,Small Box,Regular Air,2015-04-01,$3.65,$5.98,$2.33,31.0,$136.32,0.0,$7.55,$125.76,$1.49,$122.07
5491-1,2013-12-16,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-12-19,$2.50,$5.68,$3.18,16.0,$126.74,0.1,$12.28,$125.12,$3.60,$126.73
5491-1,2014-03-12,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,Critical,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2014-03-13,$3.65,$5.98,$2.33,33.0,$127.02,0.03,$10.16,$116.86,$1.49,$123.07
5492-1,2014-04-06,Steve Chapman,"1/50-58 Hunter St,Sydney",Sydney,NSW,Consumer,Preston Senome,Low,Artisan 487 Labels,Technology,Jumbo Drum,Delivery Truck,2014-04-11,$2.29,$3.69,$1.40,34.0,$46.20,0.02,$1.62,$42.34,$0.50,$43.24
5493-1,2014-07-04,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,TechSavi Access Keyboard,Technology,Small Box,Express Air,2014-07-06,$10.07,$15.98,$5.91,46.0,$220.44,0.1,$6.61,$213.83,$4.00,$215.33
5493-1,2014-02-25,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2014-02-27,$3.75,$7.08,$3.33,31.0,$220.44,0.09,$6.61,$213.83,$2.35,$215.33
5493-1,2013-05-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,High,Aluminum Document Frame,Office Supplies,Wrap Bag,Regular Air,2013-05-21,$5.50,$12.22,$6.72,34.0,$427.70,0.08,$0.00,$427.70,$2.85,$430.58
5494-1,2013-05-31,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-05-31,$6.39,$19.98,$13.59,8.0,$275.54,0.1,$2.58,$261.76,$4.00,$268.57
5494-1,2015-07-18,Mike Vittorini,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Small Business,Preston Senome,Medium,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2015-07-20,$8.92,$29.74,$20.82,22.0,$235.52,0.09,$18.85,$225.39,$6.64,$231.68
5495-1,2013-05-24,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,High,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2013-05-26,$4.03,$9.38,$5.35,28.0,$220.84,0.1,$3.61,$212.83,$7.28,$234.96
5495-1,2013-08-28,Neil French,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Low,Alto Perma 2700 Stacking Storage Drawers,Technology,Small Box,Regular Air,2013-09-29,$8.92,$29.74,$20.82,47.0,$842.20,0.04,$42.21,$800.56,$6.64,$815.64
5496-1,2013-07-31,Alex Grayson,"644 George St,Sydney",Sydney,NSW,Small Business,Radhya Staples,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2013-08-02,$4.59,$7.28,$2.69,27.0,$81.14,0.1,$7.34,$77.48,$11.15,$80.32
5496-1,2013-06-30,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Medium,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,2013-07-04,$5.50,$12.22,$6.72,21.0,$339.25,0.02,$30.27,$328.15,$2.85,$323.91
5496-1,2014-04-17,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Low,Brown Kraft Recycled Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-04-09,$11.04,$16.98,$5.94,26.0,$752.02,0.09,$14.70,$720.58,$12.39,$724.37
5497-1,2013-11-03,Tom Prescott,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Pizazz Colored Pencils,Technology,Large Box,Regular Air,2013-11-04,$1.76,$2.94,$1.18,41.0,$42.76,0.07,$2.06,$42.14,$0.81,$43.04
5497-1,2015-07-23,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Medium,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2015-07-30,$5.19,$12.98,$7.79,6.0,$599.50,0.05,$49.65,$504.00,$3.14,$503.54
5497-1,2013-07-24,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,High,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,2013-07-26,$3.14,$4.91,$1.77,26.0,$63.06,0.1,$2.54,$52.68,$0.50,$53.96
5497-1,2013-07-15,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2013-07-16,$1.05,$1.95,$0.90,32.0,$53.70,0.04,$2.69,$51.00,$1.63,$52.69
5497-1,2013-02-23,Giulietta Weimer,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Artisan 487 Labels,Furniture,Large Box,Regular Air,2013-02-23,$2.29,$3.69,$1.40,7.0,$41.20,0.02,$0.00,$42.30,$0.50,$43.80
5498-1,2014-03-15,Toby Swindell,"273 George Street,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,2014-03-15,$5.50,$12.22,$6.72,10.0,$544.58,0.05,$0.00,$539.00,$2.85,$500.28
5498-1,2014-05-25,Pamela Coakley,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2014-05-28,$216.00,$449.99,$233.99,8.0,"$21,149.53",0.02,"$2,114.95","$19,034.58",$24.49,"$19,083.58"
5498-1,2014-05-25,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,Preston Senome,Low,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2014-05-29,$216.00,$449.99,$233.99,40.0,"$21,149.53",0.08,"$2,114.95","$19,034.58",$24.49,"$19,083.58"
5498-1,2014-05-25,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2014-05-29,$216.00,$449.99,$233.99,8.0,"$21,149.53",0.06,"$2,114.95","$19,034.58",$24.49,"$19,083.58"
5498-1,2014-05-25,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Critical,Cando PC940 Copier,Office Supplies,Small Box,Express Air,2014-05-29,$278.99,$449.99,$171.00,23.0,"$21,149.53",0.02,"$2,114.95","$19,034.58",$49.00,"$19,083.58"
5499-1,2013-05-09,Thea Hudgings,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2013-05-11,$2.90,$4.76,$1.86,41.0,$157.69,0.1,$2.51,$138.08,$0.88,$139.69
5499-1,2013-05-04,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Medium,Apex Straightt Scissors,Office Supplies,Wrap Bag,Regular Air,2013-05-06,$5.19,$12.98,$7.79,29.0,$513.72,0.07,$5.04,$498.22,$3.14,$520.09
5500-1,2014-05-29,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Connor Betts,Low,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Express Air,2014-05-29,$13.88,$22.38,$8.50,46.0,$581.88,0.1,$40.33,$541.15,$15.10,$556.25
5501-1,2013-08-29,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Low,Steady Pocket Accent Highlighters,Technology,Small Box,Regular Air,2013-09-03,$0.93,$1.60,$0.67,26.0,$41.60,0.03,$4.16,$37.45,$1.29,$38.93
5502-1,2013-07-16,George Zrebassa,"73 MacLeay St,Potts Point",Sydney,NSW,Corporate,Natasha Song,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2013-07-17,$4.19,$10.23,$6.04,50.0,$167.52,0.02,$1.70,$169.04,$4.68,$163.93
5502-1,2014-03-17,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,Steady Pocket Accent Highlighters,Furniture,Small Pack,Regular Air,2014-03-18,$0.93,$1.60,$0.65,35.0,$50.64,0.0,$1.10,$48.36,$1.29,$48.93
5503-2,2014-04-28,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-04-01,$1.31,$2.84,$1.53,16.0,$160.58,0.01,$1.61,$159.81,$0.93,$152.38
5505-1,2014-06-02,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,2014-06-04,$8.82,$20.99,$12.17,34.0,$209.90,0.02,$0.00,$209.90,$4.81,$214.71
5505-1,2014-06-02,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,1726 Digital Answering Machine,Office Supplies,Small Box,Express Air,2014-06-04,$8.82,$20.99,$12.17,50.0,$209.90,0.08,$0.00,$209.90,$4.81,$214.71
5505-1,2014-06-02,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,1726 Digital Answering Machine,Technology,Small Box,Express Air,2014-06-04,$8.82,$20.99,$12.17,36.0,$209.90,0.0,$0.00,$209.90,$4.81,$214.71
5506-1,2013-07-26,Charles Sheldon,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,2013-07-28,$8.82,$20.99,$12.17,45.0,$358.47,0.07,$34.23,$325.35,$4.81,$338.98
5506-1,2014-01-15,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,2014-01-18,$2.16,$3.85,$1.69,39.0,$128.50,0.0,$12.75,$115.63,$0.70,$116.46
5506-1,2015-01-10,Joy Smith,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,High,Cando PC940 Copier,Technology,Small Pack,Regular Air,2015-01-10,$278.99,$449.99,$171.00,37.0,"$2,242.95",0.09,$0.00,"$2,249.95",$49.00,"$2,249.44"
5506-2,2014-09-21,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Medium,Bagred Suard Easer Clips,Office Supplies,Small Box,Regular Air,2014-09-22,$1.60,$2.62,$1.02,50.0,$63.02,0.1,$2.13,$52.69,$0.80,$53.97
5507-1,2014-10-01,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2014-10-02,$4.79,$11.97,$7.18,27.0,$341.62,0.06,$10.43,$339.61,$5.81,$332.93
5507-1,2013-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Critical,Laser DVD-RAM discs,Office Supplies,Small Box,Express Air,2013-05-09,$20.18,$35.41,$15.23,41.0,$733.82,0.04,$7.21,$736.17,$1.99,$734.16
5507-1,2014-06-05,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-06-07,$3.75,$7.08,$3.33,35.0,$318.60,0.09,$19.12,$299.48,$2.35,$301.83
5507-1,2016-09-26,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Low,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2016-10-05,$8.82,$20.99,$12.17,37.0,$679.22,0.03,$18.88,$637.25,$4.81,$648.14
5508-1,2015-04-10,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,TechSavi Cordless Navigator Duo,Office Supplies,Small Box,Regular Air,2015-04-11,$42.11,$80.98,$38.87,30.0,$699.30,0.08,$39.97,$620.39,$7.18,$613.34
5508-1,2014-05-19,Juliana Krohn,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Small Box,Regular Air,2014-05-24,$1.05,$1.95,$0.90,35.0,$219.50,0.05,$8.86,$219.16,$1.63,$214.40
5508-1,2015-02-04,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,2015-02-06,$21.56,$35.94,$14.38,18.0,"$1,250.29",0.04,$31.52,"$1,299.35",$6.66,"$1,268.48"
5508-1,2013-05-09,Liz Pelletier,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,High,Xit Blank Computer Paper,Office Supplies,Small Box,Express Air,2013-05-10,$12.39,$19.98,$7.59,7.0,$843.20,0.1,$54.21,$815.81,$5.77,$829.99
5509-1,2013-06-10,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Alto Memo Cubes,Furniture,Small Pack,Regular Air,2013-06-12,$3.32,$5.18,$1.86,21.0,$154.98,0.01,$12.40,$152.58,$2.04,$148.57
5509-1,2013-08-22,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Low,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2013-08-24,$4.03,$9.38,$5.35,8.0,$291.20,0.09,$25.96,$260.52,$7.28,$273.59
5509-1,2013-05-22,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Critical,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-05-31,$1.84,$2.88,$1.04,9.0,$159.92,0.08,$10.89,$152.97,$0.99,$159.70
5510-1,2013-08-20,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,HFX 6S Scientific Calculator,Office Supplies,Small Box,Regular Air,2013-08-22,$7.92,$12.99,$5.07,38.0,$336.04,0.09,$3.61,$320.95,$9.44,$331.96
5511-1,2014-02-13,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2014-02-13,$1.05,$1.95,$0.90,30.0,$119.35,0.09,$10.74,$108.61,$1.63,$109.31
5511-1,2014-02-13,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,2014-02-13,$2.16,$3.85,$1.69,47.0,$119.35,0.04,$10.74,$108.61,$0.70,$109.31
5511-1,2013-07-30,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2013-07-31,$4.59,$7.28,$2.69,1.0,$181.64,0.08,$5.63,$184.01,$11.15,$190.92
5511-1,2014-02-23,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Smiths Elerid Suite,Office Supplies,Wrap Bag,Regular Air,2014-02-26,$156.50,$300.97,$144.47,16.0,$396.92,0.09,$0.00,$399.80,$7.18,$300.93
5511-1,2013-05-20,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2013-05-22,$4.48,$8.14,$3.66,27.0,$197.32,0.06,$9.68,$183.88,$3.12,$183.31
5511-1,2013-08-12,Dave Poirier,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,Natasha Song,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,2013-08-14,$32.02,$152.48,$120.46,11.0,"$6,116.40",0.07,$244.56,"$5,867.40",$4.00,"$5,887.89"
5513-1,2013-11-16,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Pack,Regular Air,2013-11-18,$1.60,$2.62,$1.02,2.0,$68.12,0.01,$6.13,$61.99,$0.80,$62.78
5513-1,2013-05-20,Roy Skaria,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Wrap Bag,Regular Air,2013-05-21,$16.85,$27.18,$10.33,41.0,$329.20,0.02,$0.00,$339.60,$8.23,$326.96
5514-1,2014-03-06,Delfina Latchford,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2014-03-07,$3.37,$5.53,$2.16,21.0,$157.52,0.02,$9.45,$148.07,$6.98,$153.54
5514-1,2014-06-08,John Lee,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2014-06-10,$3.37,$5.53,$2.16,42.0,$157.52,0.0,$9.45,$148.07,$6.98,$153.54
5514-1,2014-06-03,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2014-06-05,$2.45,$3.89,$1.44,24.0,$197.06,0.05,$12.82,$183.54,$7.01,$189.64
5514-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013-12-07,$1.94,$3.08,$1.14,21.0,$30.98,0.03,$1.00,$19.24,$0.99,$22.72
5516-1,2015-07-04,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Corporate,Yvette Biti,Low,Binding Machine Supplies,Office Supplies,Wrap Bag,Regular Air,2015-07-05,$18.38,$29.17,$10.79,42.0,$175.14,0.08,$3.65,$165.91,$6.27,$167.93
5516-1,2016-08-04,Bruce Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Low,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,2016-08-06,$178.83,$415.88,$237.05,29.0,"$1,555.00",0.07,$122.36,"$1,359.95",$11.37,"$1,388.49"
5516-1,2015-05-20,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2015-05-23,$1.18,$1.88,$0.70,40.0,$36.30,0.04,$3.99,$36.60,$1.49,$37.39
5516-1,2014-06-09,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Not Specified,3Max Polarizing Light Filter Sleeves,Office Supplies,Small Box,Regular Air,2014-06-09,$11.38,$18.65,$7.27,37.0,$335.70,0.03,$33.57,$302.13,$3.77,$305.90
5516-1,2014-06-09,Anthony Rawles,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2014-06-09,$56.16,$136.98,$80.82,18.0,$335.70,0.03,$32.57,$302.13,$24.49,$305.90
5517-1,2014-12-26,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2014-12-29,$21.56,$36.55,$14.99,33.0,$214.50,0.09,$14.35,$199.51,$13.89,$100.40
5518-1,2013-10-21,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Smiths Colored Interoffice Envelopes,Technology,Small Box,Regular Air,2013-10-23,$19.83,$30.98,$11.15,7.0,"$1,352.14",0.04,$0.00,"$1,368.08",$19.51,"$1,387.59"
5518-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2014-08-09,$3.32,$5.18,$1.86,18.0,$88.06,0.05,$1.76,$86.30,$2.04,$88.34
5520-1,2013-05-29,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Hole Reinforcements,Technology,Small Box,Regular Air,2013-05-29,$3.99,$6.23,$2.24,28.0,$154.32,0.01,$0.00,$154.92,$6.97,$156.92
5520-1,2013-02-17,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,High,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2013-02-22,$2.31,$3.78,$1.47,13.0,$162.50,0.03,$13.62,$152.52,$0.71,$157.67
5520-1,2014-06-16,Julie Prescott,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-06-21,$3.52,$5.68,$2.16,42.0,$181.76,0.07,$18.18,$163.58,$1.39,$164.97
5520-1,2013-12-30,Duane Huffman,"98 Holdsworth Street,Woollahra",Sydney,NSW,Home Office,Natasha Song,Critical,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2013-12-31,$2.31,$3.78,$1.47,15.0,$167.52,0.03,$1.68,$167.50,$0.71,$168.59
5520-1,2014-06-04,Dianna Wilson,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014-06-05,$54.52,$100.97,$46.45,10.0,"$1,805.82",0.1,$72.23,"$1,733.59",$7.18,"$1,740.77"
5521-1,2013-11-16,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013-11-16,$1.18,$1.88,$0.70,9.0,$35.42,0.05,$3.10,$33.52,$1.49,$34.71
5521-1,2014-06-17,Edward Becker,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Smiths Gold Paper Clips,Office Supplies,Small Box,Regular Air,2014-06-18,$1.82,$2.98,$1.16,29.0,$35.72,0.08,$2.50,$33.22,$1.58,$34.71
